id,title,normalized_title,author,date,iso_date,file,depth,is_reply,parent_id,thread_root_id,models,topics,error_signatures,body
978,RE:MoNet,MoNet,sapient,2004/02/17-17:50,2004-02-17T17:50:00,Msgs_727_to_1955.html,1,true,976,976,,,,"Thanks ever so much. That was the confirmation I needed.
I think that all the motions that I'll need will be in the Aibo mind
software.
I found your tools while searching around on the net, but I only have
access to Macs &
linux.
Has anyone ported the scripts to bash or applescript (& would they
be
appriciated?)"
979,Are there any documents on sample programs?,Are there any documents on sample programs?,zhangtao,2004/02/18-11:41,2004-02-18T11:41:00,Msgs_727_to_1955.html,0,false,,979,,,,"| Hello all,
|
| I am
just learning how to operate AIBO and develop some programs by OPEN_R
| SDK.
I have downloaded the sample programs. But I did not find any documents
| on
these sample programs. Could you tell me how I can get the documents on
| sample programs from internet?
|
| Thank you.
|"
980,RE:ers-7 crashes with dive kick,ers-7 crashes with dive kick,GTleader,2004/02/18-23:40,2004-02-18T23:40:00,Msgs_727_to_1955.html,1,true,970,970,ERS-210|ERS-7,debugging,,"| | Our
robots crash in nearly any situation. Some of them are reproducible,
such
| | as
or old ERS-210 ""grabBall"", and sometimes the robot crashes for no
appearent
| | reason.
In many cases, no emon.log is written, in some it is, stating that the
| | robot
crashed when calling NumberOfObservers() (at least in the code of the
| | GermanTeam)
from an arbitrary module. I iterpret this as a side effect of
| | another
module that already died. At least in some cases, a message
| | about
""JAM"" is written to the serial port. However, since we rarely have a
| | serial
connection to the robots, we don't know whether this is always the case.
| |
| | If
this problem is not solved, we will see many dead ERS-7 in the games of
the
| | next RoboCup.
| |
| | Thomas
| |"
981,RE:Are there any documents on sample programs?,Are there any documents on sample programs?,TodboT,2004/02/19-03:19,2004-02-19T03:19:00,Msgs_727_to_1955.html,1,true,979,979,,,,"| There
isn't really any good documentation in English for the sample programs.
| If
you can read Japanese, there's an OPEN-R book.
|
| There
are the programmers and level 2 reference guides that come in the
| documents
package in the download section.
|
| And
there is a pretty good OPEN-R tutorial here:
|
| http://www.ensta.fr/~baillie/openr_tutorial.html
|
| Tod
|"
982,RE:ers-7 crashes with dive kick,ers-7 crashes with dive kick,ejt,2004/02/19-04:04,2004-02-19T04:04:00,Msgs_727_to_1955.html,2,true,980,970,ERS-7,boot_setup|debugging|networking,,"| | >At
least in some cases, a message
| | >about
""JAM"" is written to the serial port. However, since we rarely have a
| | >serial
connection to the robots, we don't know whether this is always the case.
| | Don't
forget if you use the WCONSOLE system binaries, you can telnet to port
| | 59000
over wireless while the Aibo(s) is/are running. For system errors that
| | cause
a shutdown, you will then consistently get the error message that caused
| | it,
before it shuts down.
| | It's
of more limited use for general debugging because a crash will often
cause
| | any
network traffic in buffers to be lost, so the last couple KB may not be
| | transmitted.
But the system errors aren't ""crashes"" per se, since it does a
| | controlled
shutdown, so the buffers will be cleared.
| |
| | On
a related note, has anyone gotten blocking network transmission to
work? Our
| | attempt
at it reduces the amount of buffering that is lost on a crash, but the
| | block
seems to return before the data has actually left the Aibo. (see the
| | CrashTestBehavior
in Tekkotsu for a demo)
| |
| | -ethan
| |"
983,abort() called,abort() called,kinhouse,2004/02/20-03:47,2004-02-20T03:47:00,Msgs_727_to_1955.html,0,false,,983,,,,"I
got abort() called message than my program down. However, the dog still
moving
but can't sent or receive any message. I would like to know what is
abort() called, and what cause this?
My
program run smoothly at the beginning, but after some time, may be 20 s,
less
or more, abort() called displayed. I can't solve this problem as I ahve
no idea where is come from.
Anyone can help? Thx a lot"
984,RP-OPENR compiling problems,RP-OPENR compiling problems,vf2001,2004/02/21-04:20,2004-02-21T04:20:00,Msgs_727_to_1955.html,0,false,,984,,build_toolchain,,"I have installed the newest version of OPEN_R_SDK.
When running the RP setup-rp-config I get a couple
of
errors in the TCPGateway object and the OService object
due to shared memory. Any idea?
thanks!"
985,About abort() and overriding it,About abort() and overriding it,curufin,2004/02/22-00:04,2004-02-22T00:04:00,Msgs_727_to_1955.html,0,false,,985,,networking,,"I'm
having problems with the abort function When running my design om Aibo
it
executes properly for a while a couple of minutes and then the telnet
console
shows ""abort called"" and it seems one of the running objects dies
Earlier
I got the advice to override the abort function, but I'm not entirely
sure
how to do this not being familiar with this function
I define a function like this
void [classname]abort
and
include a SYSPRINT in it However, I get the same ""abort called"" message
in
telnet and my SYSPRINT doesn't appear It seems my overriding doesn't
work
Any
advice on how to properly override the function would be appreciated
Also,
I'd
very much like to know what may be causing the function to be called in
the first place.
(The
article that 2004/02/22-00:03 posted, was modified by Author)"
986,RP and Subject on remote side,RP and Subject on remote side,Nasnah,2004/02/22-00:45,2004-02-22T00:45:00,Msgs_727_to_1955.html,0,false,,986,,build_toolchain|vision,,"The
tutorial #7 explains how to set up an object as an observer on the
remote
side.
But it does not explain how to set up a subject on the remote side.
Imagine
that I have two objects Commander and Perception. The connect.cfg before
I use remote processing looks like:
--------------------------------------------------------------------
Commander.SendImage.Image.S
Perception.ReceiveImage.Image.O
Perception.SendResults.Results.S
Commander.RecieveResults.Results.O
--------------------------------------------------------------------
Now
the processing of an image takes a long time and I want to do it on a
fast
computer.
So I use RP and run the Perception object there. The connect.cfg on
Aibo now looks:
--------------------------------------------------------------------
Commander.SendImage.Image.S
TCPGateway.ReceiveImage.Image.O
TCPGateway.SendResults.Results.S
Commander.ReceiveResults.Results.O
--------------------------------------------------------------------
On the host(the fast computer):
--------------------------------------------------------------------
TCPGateway.SendImage.Image.S
Perception.ReceiveImage.Image.O
Perception.SendResults.Results.S
TCPGateway.ReceiveResults.Results.O
--------------------------------------------------------------------
The
question now is how should the ROBOTGW.CFG and HOSTGW.CFG look like?
My suggestion would be like this:
ROBOTGW.CFG:
-------------------------------------------
TCPGateway.Proxy.AperiosMessage.P 59001
TCPGateway.ReceiveImage.Image.O 59002
TCPGateway.SendResults.Results.S 59003
-------------------------------------------
HOSTGW.CFG:
-----------------------------------------------
!ROBOT_PROXY 59001 192.168.x.x
TCPGateway.SendImage.Image.S 59002 192.168.x.x
TCPGateway.ReceiveResults.O 59003 192.168.x.x
-----------------------------------------------
But this does not work. How should it look like?"
987,Author DELETE,Author DELETE,*****,2004/02/24-09:54,2004-02-24T09:54:00,Msgs_727_to_1955.html,0,false,1042,663,,,,"(The
article that 2004/02/23-17:43 posted, was modified by Author)"
988,RE:Are there any documents on sample programs?,Are there any documents on sample programs?,zhangtao,2004/02/23-17:55,2004-02-23T17:55:00,Msgs_727_to_1955.html,1,true,979,979,,,,">There
isn't really any good documentation in English for the sample programs.
>If
you can read Japanese, there's an OPEN-R book.
>
>There
are the programmers and level 2 reference guides that come in the
>documents
package in the download section.
>
>And
there is a pretty good OPEN-R tutorial here:
>
>http://www.ensta.fr/~baillie/openr_tutorial.html
>
>Tod
Your
suggestions are very helpful for me. Thank you very much."
989,AIBONET,AIBONET,montgrimpulo,2004/02/25-05:38,2004-02-25T05:38:00,Msgs_727_to_1955.html,0,false,,989,,networking,,"| Hi,
|
| I'm
using Apple's OS X 10.3.2 and my mac is connected via an ethernet cable
to an Apple airport base
| station V5.3. My Aibo (210) has a LAN card.
|
| I
want to set up a wireless connection to my AIBO. What are the
parameters for System Preferences:
| Network
? The Airport is currently used to connect mine and other macs
(wireless) to the Internet. Do I
| have
to change anything for the Airport using Aiport Admin Utility? What do
I have to set in
| WLANDFLT.TXT ?
| How can I easily test if my AIBO is connected ?
| Thanks
|"
990,What folders and files should be copied?,What folders and files should be copied?,xiaozhu,2004/02/25-13:51,2004-02-25T13:51:00,Msgs_727_to_1955.html,0,false,,990,ERS-7,,,"|
What folders and files should be copied to the AIBO Programming Memory
| Stick if I want to run my own program on AIBO ERS-7?
| How should they be arranged?
|"
991,RE:What folders and files should be copied?,What folders and files should be copied?,sapient,2004/02/27-00:45,2004-02-27T00:45:00,Msgs_727_to_1955.html,1,true,990,990,,aperios|boot_setup|build_toolchain|motion,,">
What folders and files should be copied to the AIBO Programming Memory
>Stick
if I want to run my own program on AIBO ERS?
Use the command
#
cp r /OPEN_R_SDK/OPEN_R/MS_ERS7/WCONSOLE/
memprot/OPENR
The directory where you installed the sdk is probably usrlocal on linux
or mac not sure
for
windows The destination is your memory stick This will have put
aperios, and the
system files on the memory stick
now
compile your program make, make install then copy the MW MiddleWare
directory
A command like this should dofor the sample programs the MS file is in
the first
directory
of the programsame as the
makefile
#
cp r MS/OPEN-R/MW /OPEN-R
Thats
all for the basic programs Put the memory stick in your aibo & turn
it on oThe article
that
posted, was modified by Author
(The
article that 2004/02/27-00:44 posted, was modified by Author)"
992,Which type of Memory Stick can be used for OPEN-R?,Which type of Memory Stick can be used for OPEN-R?,xiaozhu,2004/02/26-12:48,2004-02-26T12:48:00,Msgs_727_to_1955.html,0,false,,992,ERS-7,boot_setup,,"| I
see lots of Memory Stick : MSA-32A, MSH-M128A, MSX-M256A, PCGA-MM512U,
ERA-
| MS016 ....
|
Which type can be used for OPEN-R in AIBO ERS-7? Is other type
compatible?
|"
993,RE:AIBONET,AIBONET,sapient,2004/02/26-19:43,2004-02-26T19:43:00,Msgs_727_to_1955.html,1,true,989,989,,motion|networking,,">I'm
using Apple's OS X 10.3.2 and my mac is connected via an ethernet cable
to an
>Apple
airport base station V5.3. My Aibo (210) has a LAN card.
>
>I
want to set up a wireless connection to my AIBO. What are the
parameters for System
>Preferences:
Network ? The Airport is currently used to connect mine and other macs
>(wireless)
to the Internet. Do I have to change anything for the Airport using
Aiport
>Admin
Utility? What do I have to set in WLANDFLT.TXT ?
You don't need to set anything in WLANDFLT.TXT, but you must add the
WLANCONF,TXT
file SYSTEM/CONF... My copy looks a bit like this:
HOSTNAME=aibo3
ETHER_IP=10.0.1.100
ETHER_NETMASK=255.255.255.0
IP_GATEWAY=10.0.1.1
ESSID=NAME OF AIRPORT
WEPENABLE=1
WEPKEY=
APMODE=1
CHANNEL=10
>How
can I easily test if my AIBO is connected ?
open a terminal and type:
# ping
or
# telnet 59000
This is just out of my head and may not all be right. I suggest you
look at a tutorial on the
subject
like this one by Eric Vaughan:
http://www.droidlogic.com/aibo/open-r/OSX.html
which
takes you step-by-step through everything.
A"
994,RE:Which type of Memory Stick can be used for OPEN-R?,Which type of Memory Stick can be used for OPEN-R?,l337Nick,2004/02/27-00:39,2004-02-27T00:39:00,Msgs_727_to_1955.html,1,true,992,992,,boot_setup,,"ERA-MS016
is the one you want and you'll need something like MSAC-PC1 or MSAC-
PC2 as a reader/writer"
995,The robot shuts down when I run the OPEN-R Program!!!,The robot shuts down when I run the OPEN-R Program!!!,xiaozhu,2004/02/27-12:47,2004-02-27T12:47:00,Msgs_727_to_1955.html,0,false,,995,ERS-7,boot_setup|networking,,"| My
AIBO Entertainment Robot ERS-7 works smartly when I communicate it with
| touch,
AIBO Cards, WLAN( to view the photos) . However, it shuts down when I
| try
to run the HelloWorld Program (which is one of the sample programs).
| The
original Memory Stick in my AIBO Entertainment Robot ERS-7 is ERA-MS032.
| I
copy all the necessary files to the Memory Stick and then boot the
robot, but
| the robot shuts down automatically.
|
What is the problem? Is it because that the ERA-MS032 Memory Stick can
not be
| used for OPEN-R Program?
|"
996,RE:The robot shuts down when I run the OPEN-R Program!!!,The robot shuts down when I run the OPEN-R Program!!!,AiboPet,2004/02/28-02:35,2004-02-28T02:35:00,Msgs_727_to_1955.html,1,true,995,995,,boot_setup,,">
What is the problem? Is it because that the ERA-MS032 Memory Stick can
not be
>used for OPEN-R Program?
Exactly!
You
need a ""PMS"" Programmable Memory Stick. Part number ERA-MS016 (with no
ERF-
sticker on it)
See the FAQ:
https://openr.aibo.com/openr/eng/perm/openrsdk/regi_faq5.php4#D0008"
997,The W3AIBO sample,The W3AIBO sample,sharkboy717,2004/03/02-05:52,2004-03-02T05:52:00,Msgs_727_to_1955.html,0,false,,997,,motion,,"| I've
been able to set up the W3AIBO example included with the SDK, but i
want to
| be
able to move my 7's head around remotely. Does anybody know how i would
be
| able
to do this? (sry if it sounds stupid, but i've barely done any C++
| programming!)
|"
998,RE:ers-7 crashes with dive kick,ers-7 crashes with dive kick,openrsupport@(Administrator),2004/03/02-07:57,2004-03-02T07:57:00,Msgs_727_to_1955.html,1,true,970,970,ERS-7,build_toolchain,,"| Hi,
|
| The
newest OPEN-R SDK (1.1.5) contains a feature called
| ""Jam
Detection High Threshold"". If you are finding
| that
the jam detection routine is too sensitive,
| you
can make it less strict by creating the file
| ""/OPEN-R/SYSTEM/CONF/VRCOMM.CFG""
and writing
| a
single line, ""JamDetectionHighThreshold"" in the file.
|
| This only works with ERS-7.
|
| Thanks,
|
| OPEN-R SDK Support
|"
999,OPEN-R SDK 1.1.5 released,OPEN-R SDK 1.1.5 released,openrsupport@(Administrator),2004/03/02-08:00,2004-03-02T08:00:00,Msgs_727_to_1955.html,0,false,,999,ERS-7,boot_setup|build_toolchain|vision,,"Hi everyone,
We are pleased to announce the immediate availability of
OPEN-R SDK 1.1.5. This version supports both ERS-7
and ERS-200 series robots.
Please note:
* The Memory Stick images in the new SDK are different,
for ERS-7 and ERS-200 series, because of optimization
for each CPU. Please take care to use the correct
Memory Stick image for your robot.
* cygwin and gcc versions are updated. Please use the
SDK with newer cygwin and MIPS cross development
environments.
* cygipc is now included in cygwin -- as a result,
/user/local/bin/ipc-daemon.exe is renamed to
/usr/bin/ipc-daemon2.exe.
* English documentation and model information will
be released soon.
Thank you,
OPEN-R SDK Support"
1000,OPEN-R SDK 1.1.5 documentation released,OPEN-R SDK 1.1.5 documentation released,openrsupport@(Administrator),2004/03/03-09:07,2004-03-03T09:07:00,Msgs_727_to_1955.html,0,false,,1000,,,,"Hi,
English
documentation for the new OPEN-R SDK v1.1.5 has been
released. You can download it via the Download page.
Thank you,
OPEN-R SDK Support"
1001,RE:The W3AIBO sample,The W3AIBO sample,TodboT,2004/03/03-10:53,2004-03-03T10:53:00,Msgs_727_to_1955.html,1,true,997,997,,motion,,"| You
should be able to combine the W3AIBO with EchoServer and MovingHead7.
| W3AIBO
can stay the same, but you'll have to modify EchoServer and MovingHead7
| to
use inter-object communication (ObjectComm). EchoServer would receive
| commands
remotely, and pass a message to MovingHead7. MovingHead7 will have to
| be
modified to read the message from EchoServer and be able to move the
head to
| a
desired position (instead of just panning left and right). Good luck!
|"
1002,RE:The W3AIBO sample,The W3AIBO sample,sharkboy717,2004/03/03-11:09,2004-03-03T11:09:00,Msgs_727_to_1955.html,1,true,997,997,,motion,,"| thanks!
just a ques: i haven't really done that much c++ before, is there any
| really
good way to learn about how i would do what you described below (other
| than
by closing my eyes and pounding the keys *_*)?
|
| >You
should be able to combine the W3AIBO with EchoServer and MovingHead7.
| >W3AIBO
can stay the same, but you'll have to modify EchoServer and MovingHead7
| >to
use inter-object communication (ObjectComm). EchoServer would receive
| >commands
remotely, and pass a message to MovingHead7. MovingHead7 will have to
| >be
modified to read the message from EchoServer and be able to move the
head to
| >a
desired position (instead of just panning left and right). Good luck!
|"
1003,RE:The W3AIBO sample,The W3AIBO sample,TodboT,2004/03/03-11:49,2004-03-03T11:49:00,Msgs_727_to_1955.html,1,true,997,997,,build_toolchain,,"There's
a pretty good tutorial here:
http://www.ensta.fr/~baillie/openr_tutorial.html
Specifically
for what you want to do; start with the sample programs, and make
small
minor changes, eventually massaging them into what you want them to do.
You'll
need to understand how inter-object communication works (ObjectComm).
Try
adding this feature to EchoServer and MovingHead7. Once they can pass
messages,
change MovingHead7 so it moves to a target instead of side to side.
Once
those are done, it should be simple to tie everything together.
Read
the tutorial, manuals, and try to understand how the samples work.
I
hope this helps."
1004,RE:ers-7 crashes with dive kick,ers-7 crashes with dive kick,omega697,2004/03/03-17:34,2004-03-03T17:34:00,Msgs_727_to_1955.html,1,true,970,970,ERS-210|ERS-7,motion|vision,,"We
had a similar problem last year with the ERS-210. The problem was that
when
the
AIBO hit the ground, the battery became dislodged from the robot just
enough
that
it powered down the robot. By stuffing some cardboard under the battery
case,
we were able to prevent the problem.
-Kurt
>Hi,
>
>We're
having a problem where our ERS-7 robots crash if they perform a dive
kick
>onto
the orange ball for RoboCup. The robots run normally when not jumping
onto
>the
ball. They do not always crash when diving - they crash roughly 20% of
the
>time when they dive.
>
>We've
discovered that the DoDestroy method of our object is being called from
>somewhere
else on the robot, apparently in response to the sudden jolt. Has
>anyone
else encountered this? Is there anyway to turn it off? Since our code is
>running
in the context of RoboCup, we don't mind jolting the robot even if it
>does
risk damaging it. We'd like to stop DoDestroy from being called if
possible.
>
>thanks in advance,
>-Doug"
1005,RE:ers-7 crashes with dive kick,ers-7 crashes with dive kick,omega697,2004/03/03-17:36,2004-03-03T17:36:00,Msgs_727_to_1955.html,2,true,980,970,ERS-210|ERS-7,debugging|motion|networking,,"| We
had that problem for quite a while on our ERS7 robots too. We changed
the
| joint
gains from ""normal"" to ""weak"" and the crash stopped. Most of the time we
| got
a ""BATTERY_OVER_CURRENT"" message on the telnet screen, but no emon.log.
|
| -Kurt
|
| >Our
robots crash in nearly any situation. Some of them are reproducible,
such
| >as
or old ERS-210 ""grabBall"", and sometimes the robot crashes for no
appearent
| >reason.
In many cases, no emon.log is written, in some it is, stating that the
| >robot
crashed when calling NumberOfObservers() (at least in the code of the
| >GermanTeam)
from an arbitrary module. I iterpret this as a side effect of
| >another
module that already died. At least in some cases, a message
| >about
""JAM"" is written to the serial port. However, since we rarely have a
| >serial
connection to the robots, we don't know whether this is always the case.
| >
| >If
this problem is not solved, we will see many dead ERS-7 in the games of
the
| >next
RoboCup.
| >
| >Thomas
|"
1006,I can not install OPEN-R-SDK in Linux.,I can not install OPEN-R-SDK in Linux.,brightring,2004/03/04-09:57,2004-03-04T09:57:00,Msgs_727_to_1955.html,0,false,,1006,,build_toolchain,,"| My
OS is RedHat Linux 7.3. I place devtools-3.2-r1.sh,
binutils-2.14.tar.gz,
| gcc-3.3.2.tar.gz
and newlib-1.10.10.tar.gz in the same folder,
| then
execute devtools-3.2-r1.sh ( with root user). But the result is:
|
| Unpacking binutils-2.14.tar.gz
| tar:
binutils-2.14/binutils/doc/Makefile.am: Cannot change ownership to uid
| 1000, gid 1000: Operation not permitted
| tar:
binutils-2.14/binutils/doc/Makefile.in: Cannot change ownership to uid
| 1000, gid 1000: Operation not permitted
| ......
|
| What is the problem and how to solve it? Thank you
| (The
article that 2004/03/04-09:52 posted, was modified by Author)
|"
1007,Dog crashed in ovirtualRobotComm,Dog crashed in ovirtualRobotComm,kcph007,2004/03/05-15:46,2004-03-05T15:46:00,Msgs_727_to_1955.html,0,false,,1007,,debugging,,"| Hi,
| we're
having a problem with one dog. It crashed and when I parsed the
emon.log,
| it said
| context: 80234740
| object: ovirtualRobotComm
|
| The mem stick is working on other dog.
| Is it problem of hardware? what that might be? How do I fix?
|
| Thanks alot.
|"
1008,210 R-Code,210 R-Code,sharkboy717,2004/03/06-08:30,2004-03-06T08:30:00,Msgs_727_to_1955.html,0,false,,1008,,rcode,,"| Does
anyone know how long it took for the original R-Code for the 210 to be
| released?
|"
1009,Floating Point Exception,Floating Point Exception,ejt,2004/03/06-10:36,2004-03-06T10:36:00,Msgs_727_to_1955.html,0,false,,1009,,debugging,,"Just
curious if there was something that could be done to *not* crash on a
floating
point exception? It's not always such a bad thing...
Specifically,
I'm dealing with some rotations, where a rotation of infinite
radius
is simply a translation. It makes the code very straightforward if I
could do a division:
radius=(distance/2)/sin(arc_angle/2)
and
then use isinf() or finite() later to test for the translation case
(arc_angle==0).
This
works on a desktop, where it returns an 'inf' float instead of just
dying.
Just a thought...
thanks
-ethan"
1010,RE:210 R-Code,210 R-Code,AiboPet,2004/03/07-03:08,2004-03-07T03:08:00,Msgs_727_to_1955.html,1,true,1008,1008,ERS-210,rcode,,"| >Does
anyone know how long it took for the original R-Code for the 210 to be
| >released?
|
| (RCODE history lesson)
|
| The
original ERS-210 robots were available in late 2000, right before Xmas.
|
| The
first RCODE came out in Japan in Feb 2001, along with the WiFi LAN
cards,
| PMS memory sticks and Master Studio.
| It
took until late April / early May 2001 for the English version to come
out.
| From
what I understand localizing the Master Studio software was the
| bottleneck.
There was a minor update to RCODE at that time (RCODE 1.1, Master
| Studio 1.01).
|
| The
only major upgrade to RCODE came out in Feb 2002 (RCODE 1.2, Master
Studio
| 1.1).
They added support for the 31x and 220 models as well as other minor bug
| fixes.
|"
1011,RE:210 R-Code,210 R-Code,sharkboy717,2004/03/07-03:11,2004-03-07T03:11:00,Msgs_727_to_1955.html,1,true,1008,1008,,rcode,,"Thx
AiboPet! I hope r-code for the 7 will follow that schedule and we'll
have an
english
version by early may! dunno if my hopes are justified though :-("
1012,RE:I can not install OPEN-R-SDK in Linux.,I can not install OPEN-R-SDK in Linux.,brightring,2004/03/08-11:12,2004-03-08T11:12:00,Msgs_727_to_1955.html,1,true,1006,1006,,,,"I've solved the problem myself!
The
files should be placed in the Linux partition!"
1013,Important Attention Updated,Important Attention Updated,openrsupport@(Administrator),2004/03/09-03:16,2004-03-09T03:16:00,Msgs_727_to_1955.html,0,false,,1013,,,,"Important
attention when using the OPEN-R SDK has been updated.
http://openr.aibo.com/openr/eng/no_perm/notice.html
Thank you,
OPEN-R SDK Support"
1014,Broken Aibo?,Broken Aibo?,akoster,2004/03/10-22:23,2004-03-10T22:23:00,Msgs_727_to_1955.html,0,false,,1014,ERS-7,motion,,"Hi,
We
have an ERS-7 with a complete joint lock. The right hind leg can't turn
anymore
at all. We tried resetting the robot and removing the battery
completely,
but to no avail, the joint stays completely jammed. Before
unscrewing
it or sending it back to Sony for Warranty we were wondering
whether
anybody has had this same problem and got a solution?
Kind regards,
Andrew Koster
Dutch Aibo Team
Utrecht University"
1015,Commanding AIBO wirelessly,Commanding AIBO wirelessly,kabossa,2004/03/16-05:51,2004-03-16T05:51:00,Msgs_727_to_1955.html,0,false,,1015,,build_toolchain,,"| Can
someone please help me figure out how to make aibo make a sound.
|
| I
need a program on a remote computer (not AIBO) to issue a command to the
| robot which will make Aibo bark.
|
| ie
|
| Aibo is turned on and doing whatever
|
| computer (not aibo) sends a command to aibo (wirelessly)
| aibo receives this command and barks (or plays any sound)
|
| if anyone can help me do this, I would GREATLY appreciate it.
|
| Thanks!!
|"
1016,RE:Commanding AIBO wirelessly,Commanding AIBO wirelessly,ejt,2004/03/16-11:39,2004-03-16T11:39:00,Msgs_727_to_1955.html,1,true,1015,1015,,boot_setup|motion,,"| my quick answer: Load up Tekkotsu ( http://www.tekkotsu.org/ ), select the File Access menu,
| then
Play Sound, then pick a file to play (reads the file listing directly
from the memory stick - just
| copy
over your own file if you don't like one of the included barks)
|
| If
you're picky, you can customize various ways - e.g., turn off
controller sounds in ms/config/
| tekkotsu.cfg,
or write some custom code to play various sounds based on different
inputs.
|
| PS
new users planning to develop code should check out the current CVS
version if they're also
| using the recently released SDK.
|"
1017,RE:Commanding AIBO wirelessly,Commanding AIBO wirelessly,AiboPet,2004/03/17-01:48,2004-03-17T01:48:00,Msgs_727_to_1955.html,1,true,1015,1015,ERS-210|ERS-7,boot_setup|build_toolchain|motion|networking|rcode,,">Can
someone please help me figure out how to make aibo make a sound.
>
>I
need a program on a remote computer (not AIBO) to issue a command to the
>robot
which will make Aibo bark.
Another
alternative for simple cases like this is to use RCODE/RCodePlus.
(currently
only for the ERS-210/220, but RCode for the ERS-7 has been hinted
as
coming soon). You can control AIBO using telnet strings over the WiFi
connection.
This
works best if you have a canned set of motions and sounds that you can
store
on the memory stick, and then use simple telnet commands to make AIBO do
things.
eg:
""PLAY ACTION O2_CUTE_BARK2"" (a canned barking sound)
or
""PLAY ACTION WALK 0 1000"" (walk a metre)
You
can also dynamically upload sounds and motions to the dog for
performing,
but that is more complicated"
1018,Problems with the new OPENR-SDK 1.1.5.r1,Problems with the new OPENR-SDK 1.1.5.r1,angel,2004/03/23-22:34,2004-03-23T22:34:00,Msgs_727_to_1955.html,0,false,,1018,,boot_setup|networking,,"| Recently
I have upgraded to the newly released OPEN-R 1.1.5-r1
| Since
then I have been unable to get running any of the programs for Aibo.
| I
have tried to recompile HelloWorld and install it on the memory stick.
Aibo,
| according
to my wireless HUB, does connect; however I am not able to either
|
| ping 192.168.2.11
|
| or
|
| telnet 192.168.2.11 59000
|
| I
have tried with static IP and setting up DHCP on the wireless. Nothing
appears
| to work. Here is a copy of my WLANCONF.TXT
|
| #
| # WLAN
| #
| HOSTNAME=snoopy
| ESSID=solar
| WEPENABLE=1
| WEPKEY=0x03142368728354226713744267
| APMODE=1
|
| #
| # IP network
| #
| #USE_DHCP=1
| #
| # If DHCP is not used (USE_DHCP=0), you need to specify IP
| # network configuration.
| #
| USE_DHCP=0
| ETHER_IP=192.168.2.11
| ETHER_NETMASK=255.255.255.0
| IP_GATEWAY=192.168.2.1
| DNS_SERVER_1=192.168.2.1
|
| #
| # SSDP
| #
| SSDP_ENABLE=1
|
| Now
I know that this file works because it is the same one install on the
| Aibomind stick, and that still works.
|
| I
have tried doing a complete re-installation of the SDK complete from
scratch.
| Still nothing works on Aibo.
|
| Another
interesting thing is that when I run ObjectComm on the host PC using
| R-OPENR
then it does work as expected. So it would seem that the compiled
| objects
appear to work on the host as expected. I supposed the problem is someho
| w
wireless related but I am not sure why it would work with AiboMind and
not
| with HelloWorld.
|
| I
have made sure that I follow the installation guide step by step. I
left the
| original
WLANDFLT.TXT on the stick and added my WLANCONF.TXT there.
|
| Any suggestions as to how to figure the problem?
|
| Thanks
|"
1019,More problems with OPEN_R_SDK-1.1.5.r1,More problems with OPEN_R_SDK-1.1.5.r1,angel,2004/03/24-00:06,2004-03-24T00:06:00,Msgs_727_to_1955.html,0,false,,1019,,build_toolchain|debugging,,"| Has
anyone succeded at installing the linux version of OPENR 1.1.5.r1?
| I
have redhat 9 and I am having lots of troubles with the
build-devtools-3.3.2-r1.sh
|
| It
seems as if some directories are missing in the gcc library. I am in the
| process
of narrowing down the error and generating a log file. I will post it
soon.
|"
1020,RE:Problems with the new OPENR-SDK 1.1.5.r1,Problems with the new OPENR-SDK 1.1.5.r1,AiboPet,2004/03/24-00:06,2004-03-24T00:06:00,Msgs_727_to_1955.html,1,true,1018,1018,,networking,,"| >Recently
I have upgraded to the newly released OPEN-R 1.1.5-r1
| >Since
then I have been unable to get running any of the programs for Aibo.
| ...
| >
Now I know that this file works because it is the same one install on
the
| >
Aibomind stick, and that still works.
|
| AiboMind
uses a different LAN component.
| Is
this the first time you tried the OpenR SDK LAN connection ?
|
| ---
| The
following features did not work on the old OpenR SDK LAN, so they may be
| the
problem. Take a look at the WLANDFLT.TXT file.
| (I'm
not sure what if any have been added recently, but if you trim this back
| to safer values, that should help)
|
| >WEPKEY=0x03142368728354226713744267
|
-- only 5 character ASCII WEP strings
| >APMODE=1
|
-- I recommend people use APMODE=2 (auto)
|
| >USE_DHCP=0
|
-- this is not required, remove it to be safe
| >DNS_SERVER_1=192.168.2.1
|
-- this is not required, remove it to be safe
| >SSDP_ENABLE=1
|
-- this is not supported, remove it to be safe
|
| ===========
| >Another
interesting thing is that when I run ObjectComm on the host PC using
| >R-OPENR
then it does work as expected. So it would seem that the compiled
| >objects
appear to work on the host as expected. I supposed the problem is
| someho
| >w wireless related
| >...
but I am not sure why it would work with AiboMind and not
| >with HelloWorld.
|
| AiboMind
and OpenR SDK programs (like HelloWorld) should be thought of as two
| different worlds.
|"
